"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S47","STRONG",92,"HF","unr","clr","deg","WD",850,1.1764705882352942
"S47","SAND",94,"LF","rel","deg","deg","NW",593,1.6863406408094435
"S47","SOUND",95,"HF","unr","clr","deg","WD",578,1.7301038062283738
"S47","MOUSE",96,"LF","rel","deg","clr","WD",559,1.7889087656529516
"S47","WATER",98,"HF","rel","deg","deg","WD",639,1.5649452269170578
"S47","JACKET",99,"LF","rel","deg","deg","WD",536,1.8656716417910448
"S47","NURSE",103,"LF","unr","clr","deg","NW",647,1.545595054095827
"S47","HANGER",104,"LF","rel","clr","clr","WD",945,1.0582010582010581
"S47","FRONT",105,"HF","rel","deg","clr","WD",550,1.8181818181818181
"S47","BEST",108,"HF","rel","deg","deg","NW",550,1.8181818181818181
"S47","NERVOUS",109,"LF","unr","deg","deg","WD",654,1.529051987767584
"S47","COUNTRY",110,"HF","rel","deg","deg","WD",569,1.757469244288225
"S47","STOP",113,"HF","unr","clr","clr","NW",639,1.5649452269170578
"S47","BEAR",114,"HF","rel","clr","clr","WD",584,1.7123287671232876
"S47","DONE",118,"HF","rel","deg","clr","NW",1177,0.8496176720475785
"S47","HEAT",121,"LF","unr","deg","clr","NW",715,1.3986013986013985
"S47","MORE",123,"HF","rel","deg","deg","NW",576,1.7361111111111112
"S47","FLOOR",125,"HF","rel","deg","deg","NW",790,1.2658227848101267
"S47","HARD",129,"HF","unr","clr","deg","NW",927,1.0787486515641855
"S47","SHINE",131,"LF","unr","deg","clr","NW",750,1.3333333333333333
"S47","POLE",132,"LF","rel","clr","deg","WD",844,1.1848341232227488
"S47","RIBS",134,"LF","rel","clr","clr","NW",682,1.466275659824047
"S47","ALONE",137,"HF","rel","clr","clr","NW",582,1.7182130584192439
"S47","UGLY",139,"LF","rel","clr","clr","NW",604,1.6556291390728477
"S47","GAMBLE",140,"HF","unr","deg","clr","WD",831,1.203369434416366
"S47","FLOWER",141,"LF","unr","deg","deg","WD",783,1.277139208173691
"S47","STUDY",144,"HF","rel","deg","clr","NW",547,1.8281535648994516
"S47","TAKE",150,"HF","unr","deg","clr","NW",530,1.8867924528301887
"S47","POINT",152,"HF","unr","deg","clr","NW",585,1.7094017094017093
"S47","DOOR",154,"HF","unr","clr","deg","NW",686,1.4577259475218658
"S47","PEOPLE",156,"HF","unr","clr","clr","NW",521,1.9193857965451055
"S47","LOUD",158,"LF","rel","deg","clr","NW",607,1.6474464579901154
"S47","PARTY",162,"HF","unr","deg","clr","NW",537,1.86219739292365
"S47","JUICE",165,"LF","unr","deg","deg","NW",738,1.3550135501355014
"S47","CIRCLE",166,"HF","unr","deg","deg","WD",912,1.0964912280701755
"S47","SAME",167,"HF","unr","deg","deg","WD",609,1.6420361247947455
"S47","THREAD",171,"LF","rel","clr","deg","NW",680,1.4705882352941178
"S47","SCARE",175,"LF","rel","clr","clr","NW",597,1.6750418760469012
"S47","JAIL",176,"LF","rel","deg","clr","WD",582,1.7182130584192439
"S47","TUNE",178,"LF","unr","deg","clr","NW",1092,0.9157509157509157
"S47","MATH",179,"LF","unr","deg","deg","WD",775,1.2903225806451613
"S47","FIGHT",180,"HF","rel","deg","deg","WD",538,1.858736059479554
"S47","GRASS",181,"HF","rel","deg","deg","WD",560,1.7857142857142858
"S47","FRIEND",186,"HF","rel","clr","deg","NW",528,1.893939393939394
"S47","HORSE",187,"HF","unr","deg","clr","WD",595,1.680672268907563
"S47","GUILT",188,"LF","rel","deg","deg","WD",594,1.6835016835016836
"S47","LOCK",189,"LF","rel","clr","deg","WD",723,1.3831258644536653
"S47","WHITE",192,"HF","unr","clr","clr","NW",576,1.7361111111111112
"S47","ORANGE",200,"LF","unr","deg","clr","NW",809,1.2360939431396787
"S47","CENTER",204,"HF","unr","deg","deg","NW",691,1.447178002894356
"S47","STONE",205,"HF","rel","deg","deg","WD",631,1.5847860538827259
"S47","TIGER",207,"LF","rel","clr","clr","NW",610,1.639344262295082
"S47","WHEN",208,"HF","unr","deg","clr","WD",708,1.4124293785310735
"S47","RUBBER",210,"LF","unr","deg","clr","NW",789,1.267427122940431
"S47","FIELD",211,"HF","rel","deg","deg","WD",714,1.4005602240896358
"S47","TRAIN",212,"LF","unr","clr","deg","WD",659,1.5174506828528074
"S47","HELP",213,"HF","rel","clr","clr","WD",752,1.3297872340425532
"S47","BRAVE",214,"LF","rel","deg","clr","WD",1153,0.8673026886383348
"S47","HUNGER",215,"LF","rel","deg","deg","WD",610,1.639344262295082
"S47","SEAFOOD",217,"LF","rel","clr","clr","NW",611,1.6366612111292962
"S47","BREAD",218,"LF","rel","clr","clr","WD",613,1.6313213703099512
"S47","PULL",219,"HF","unr","deg","clr","WD",647,1.545595054095827
"S47","HINT",220,"LF","rel","deg","deg","WD",596,1.6778523489932886
"S47","ARMY",222,"HF","rel","clr","deg","NW",761,1.314060446780552
"S47","SHIRT",225,"LF","unr","deg","clr","NW",661,1.51285930408472
"S47","OCEAN",229,"LF","rel","clr","deg","NW",531,1.8832391713747645
"S47","MEAN",230,"HF","unr","clr","clr","WD",568,1.7605633802816902
"S47","ROUND",232,"LF","unr","clr","deg","NW",533,1.876172607879925
"S47","PURPLE",239,"LF","unr","deg","clr","NW",608,1.644736842105263
"S47","STAMP",240,"LF","rel","clr","deg","WD",611,1.6366612111292962
"S47","POLICE",243,"HF","unr","clr","deg","NW",950,1.0526315789473684
"S47","READ",244,"HF","rel","clr","clr","WD",682,1.466275659824047
"S47","KNOW",246,"HF","unr","deg","clr","NW",561,1.7825311942959001
"S47","SHOWER",247,"LF","unr","clr","deg","WD",553,1.8083182640144666
"S47","FORGIVE",248,"LF","rel","deg","clr","WD",561,1.7825311942959001
"S47","NICE",250,"LF","rel","deg","deg","NW",522,1.9157088122605364
"S47","FROG",251,"LF","unr","clr","deg","WD",635,1.5748031496062993
"S47","GIVE",257,"HF","rel","clr","clr","NW",546,1.8315018315018314
"S47","ANSWER",258,"HF","rel","clr","clr","WD",503,1.9880715705765408
"S47","DARK",261,"HF","rel","clr","deg","NW",518,1.9305019305019304
"S47","BALLOON",263,"LF","unr","deg","deg","NW",615,1.6260162601626016
"S47","BACK",264,"HF","unr","deg","deg","WD",522,1.9157088122605364
"S47","BELL",265,"LF","unr","deg","deg","WD",522,1.9157088122605364
"S47","GUILTY",269,"LF","rel","deg","clr","NW",561,1.7825311942959001
"S47","SCENT",273,"LF","unr","deg","deg","NW",1069,0.9354536950420954
"S47","GIRL",274,"HF","rel","clr","deg","WD",523,1.9120458891013383
"S47","COST",275,"HF","rel","deg","clr","WD",618,1.6181229773462784
"S47","SOCCER",276,"LF","rel","clr","deg","WD",543,1.8416206261510129
"S47","MONKEY",279,"LF","rel","deg","clr","NW",628,1.5923566878980893
"S47","PLAY",282,"HF","unr","deg","clr","NW",630,1.5873015873015872
"S47","PLANE",287,"HF","rel","clr","deg","NW",614,1.6286644951140066
"S47","JUMP",288,"LF","rel","deg","clr","WD",568,1.7605633802816902
"S47","MAIL",290,"LF","unr","clr","deg","NW",529,1.890359168241966
"S47","PRESENT",292,"HF","unr","deg","clr","NW",985,1.015228426395939
"S47","BLADE",293,"LF","rel","clr","deg","WD",550,1.8181818181818181
"S47","CORN",295,"LF","unr","clr","clr","NW",464,2.1551724137931036
"S47","CHEAP",296,"LF","unr","clr","clr","WD",549,1.8214936247723132
"S47","STICKY",297,"LF","unr","clr","clr","WD",619,1.615508885298869
"S47","SMART",298,"LF","unr","clr","clr","WD",496,2.0161290322580645
"S47","BUNNY",301,"LF","unr","clr","clr","NW",495,2.0202020202020203
"S47","IDEA",303,"HF","unr","clr","deg","NW",518,1.9305019305019304
"S47","WALK",305,"HF","rel","clr","clr","NW",464,2.1551724137931036
"S47","DUCK",306,"LF","rel","deg","clr","WD",646,1.5479876160990713
"S47","TUSK",308,"LF","rel","clr","clr","NW",855,1.1695906432748537
"S47","NAVY",310,"LF","rel","clr","clr","NW",562,1.7793594306049823
"S47","NUMBER",311,"HF","unr","clr","clr","WD",570,1.7543859649122806
"S47","HOME",313,"HF","unr","clr","clr","WD",484,2.0661157024793386
"S47","INSECT",314,"LF","unr","deg","clr","WD",732,1.366120218579235
"S47","BATH",315,"LF","unr","clr","deg","WD",648,1.5432098765432098
"S47","FRIGHT",316,"LF","unr","clr","clr","WD",914,1.0940919037199124
"S47","HIDE",317,"LF","unr","deg","clr","WD",642,1.557632398753894
"S47","CRASH",320,"LF","unr","deg","deg","NW",520,1.9230769230769231
"S47","TEAR",322,"LF","rel","deg","deg","NW",552,1.8115942028985508
"S47","DESTROY",323,"HF","unr","deg","deg","WD",622,1.607717041800643
"S47","WEIRD",326,"LF","rel","deg","deg","NW",555,1.8018018018018018
"S47","HOTEL",327,"HF","unr","clr","deg","WD",884,1.1312217194570136
"S47","GLUE",328,"LF","rel","deg","clr","WD",671,1.4903129657228018
"S47","SKIN",330,"LF","rel","clr","clr","NW",537,1.86219739292365
"S47","SPORT",331,"LF","rel","deg","clr","WD",560,1.7857142857142858
"S47","PICK",332,"HF","rel","deg","deg","WD",665,1.5037593984962405
"S47","THIEF",335,"LF","rel","clr","deg","NW",553,1.8083182640144666
"S47","CITY",340,"HF","rel","deg","deg","NW",524,1.9083969465648856
"S47","UNCLE",342,"HF","rel","deg","deg","NW",529,1.890359168241966
"S47","STICK",343,"LF","unr","clr","deg","WD",597,1.6750418760469012
"S47","CARE",346,"HF","rel","deg","clr","NW",486,2.05761316872428
"S47","STORM",349,"LF","unr","clr","deg","NW",580,1.7241379310344827
"S47","SILVER",350,"LF","unr","clr","clr","WD",1009,0.9910802775024777
"S47","HOLD",351,"HF","unr","clr","clr","WD",676,1.4792899408284024
"S47","HAVE",354,"HF","unr","clr","deg","NW",585,1.7094017094017093
"S47","THINK",357,"HF","unr","clr","clr","NW",508,1.968503937007874
"S47","GONE",358,"HF","unr","deg","clr","WD",585,1.7094017094017093
"S47","BIRD",359,"LF","unr","clr","deg","WD",567,1.763668430335097
"S47","MAKE",362,"HF","rel","clr","deg","NW",536,1.8656716417910448
"S47","RIDE",367,"HF","rel","deg","clr","NW",816,1.2254901960784315
"S47","PUSH",369,"LF","unr","deg","clr","NW",777,1.287001287001287
"S47","KING",370,"LF","rel","clr","deg","WD",637,1.5698587127158556
"S47","WEST",373,"HF","rel","clr","clr","NW",472,2.1186440677966103
"S47","VAMPIRE",375,"LF","rel","clr","deg","NW",947,1.0559662090813093
"S47","MELT",376,"LF","unr","deg","clr","WD",1065,0.9389671361502347
"S47","WITCH",377,"LF","unr","deg","deg","WD",710,1.408450704225352
"S47","JOKE",379,"LF","unr","deg","deg","NW",689,1.4513788098693758
"S47","TIRED",381,"HF","rel","clr","clr","NW",674,1.4836795252225519
"S47","TELL",382,"HF","rel","deg","clr","WD",1443,0.693000693000693
"S47","SODA",387,"LF","rel","deg","clr","NW",562,1.7793594306049823
"S47","RULER",388,"LF","unr","deg","deg","WD",651,1.5360983102918586
"S47","HURT",390,"LF","unr","clr","deg","NW",572,1.7482517482517483
"S47","SWIM",395,"LF","unr","clr","deg","NW",637,1.5698587127158556
"S47","FIRE",398,"HF","unr","clr","clr","NW",710,1.408450704225352
"S47","ANGER",401,"LF","unr","clr","deg","NW",595,1.680672268907563
"S47","SEAT",402,"HF","unr","clr","clr","WD",673,1.485884101040119
"S47","WEIGHT",403,"LF","rel","clr","clr","WD",578,1.7301038062283738
"S47","LIKE",404,"HF","rel","deg","clr","WD",1056,0.946969696969697
"S47","FINGER",405,"HF","rel","clr","deg","WD",1116,0.8960573476702509
"S47","FRUIT",407,"LF","rel","clr","deg","NW",654,1.529051987767584
"S47","CAKE",408,"LF","rel","clr","clr","WD",682,1.466275659824047
"S47","LONG",410,"HF","unr","clr","clr","NW",624,1.6025641025641026
"S47","PLANT",416,"HF","unr","clr","deg","NW",552,1.8115942028985508
"S47","SMOKE",418,"HF","unr","deg","clr","NW",579,1.7271157167530224
"S47","GARBAGE",419,"LF","rel","deg","deg","WD",593,1.6863406408094435
"S47","CARDS",420,"LF","unr","deg","deg","WD",576,1.7361111111111112
"S47","SHORT",422,"HF","rel","clr","clr","NW",562,1.7793594306049823
"S47","PINT",423,"LF","unr","deg","clr","WD",826,1.2106537530266344
"S47","MANY",426,"HF","unr","clr","clr","NW",532,1.8796992481203008
"S47","EAGLE",429,"LF","unr","clr","deg","NW",766,1.3054830287206267
"S47","SCHOOL",432,"HF","unr","deg","deg","NW",581,1.721170395869191
"S47","BLUE",434,"HF","unr","deg","deg","WD",561,1.7825311942959001
"S47","SNAKE",436,"LF","rel","clr","clr","NW",552,1.8115942028985508
"S47","HOSTAGE",437,"LF","rel","clr","clr","WD",688,1.4534883720930232
"S47","VISION",439,"HF","unr","clr","clr","NW",752,1.3297872340425532
"S47","WINE",442,"HF","unr","clr","deg","NW",551,1.8148820326678765
"S47","MIND",444,"HF","rel","clr","deg","NW",549,1.8214936247723132
"S47","WOOL",445,"LF","unr","clr","clr","WD",683,1.4641288433382138
"S47","CHEAT",446,"LF","unr","deg","clr","WD",634,1.5772870662460567
"S47","GARDEN",447,"HF","unr","clr","deg","WD",611,1.6366612111292962
"S47","MORNING",451,"HF","rel","clr","deg","NW",530,1.8867924528301887
"S47","HABIT",453,"LF","unr","deg","clr","NW",598,1.6722408026755853
"S47","ENGINE",454,"HF","unr","deg","deg","WD",533,1.876172607879925
"S47","BOARD",455,"HF","rel","clr","deg","WD",536,1.8656716417910448
"S47","COAT",456,"LF","unr","clr","clr","WD",524,1.9083969465648856
"S47","HANDS",459,"HF","rel","clr","clr","NW",527,1.8975332068311195
"S47","LIGHT",466,"HF","rel","deg","clr","NW",575,1.7391304347826086
"S47","DEFEND",469,"LF","rel","clr","deg","NW",689,1.4513788098693758
"S47","BLACK",472,"HF","unr","clr","clr","NW",495,2.0202020202020203
"S47","WRITE",473,"HF","rel","deg","clr","WD",729,1.3717421124828533
"S47","HEART",474,"HF","rel","clr","deg","WD",516,1.937984496124031
"S47","STREET",476,"HF","rel","clr","deg","NW",561,1.7825311942959001
"S47","OYSTER",477,"LF","unr","deg","clr","WD",648,1.5432098765432098
"S47","EARTH",478,"HF","rel","clr","deg","WD",643,1.5552099533437014
"S48","HANGER",5,"LF","unr","deg","clr","NW",819,1.221001221001221
"S48","BOAT",6,"HF","unr","deg","deg","WD",546,1.8315018315018314
"S48","GIVE",10,"HF","unr","deg","deg","NW",626,1.597444089456869
"S48","BLACK",12,"HF","rel","clr","clr","NW",552,1.8115942028985508
"S48","SPORT",14,"LF","unr","clr","deg","NW",614,1.6286644951140066
"S48","PURPLE",22,"LF","rel","deg","clr","NW",561,1.7825311942959001
"S48","SNAKE",23,"LF","unr","deg","deg","WD",553,1.8083182640144666
"S48","HARD",25,"HF","rel","clr","deg","NW",551,1.8148820326678765
"S48","TUNE",30,"LF","rel","deg","deg","NW",686,1.4577259475218658
"S48","STAMP",32,"LF","unr","deg","deg","NW",692,1.4450867052023122
"S48","UNCLE",34,"HF","unr","clr","clr","NW",779,1.2836970474967908
"S48","FROG",35,"LF","rel","clr","clr","WD",911,1.0976948408342482
"S48","BLADE",38,"LF","unr","deg","deg","WD",932,1.0729613733905579
"S48","MEAN",40,"HF","rel","clr","deg","NW",634,1.5772870662460567
"S48","POINT",41,"HF","rel","deg","clr","WD",627,1.594896331738437
"S48","PRIEST",42,"LF","rel","clr","deg","WD",776,1.288659793814433
"S48","SHOW",43,"HF","unr","deg","clr","WD",603,1.658374792703151
"S48","DESTROY",45,"HF","rel","deg","deg","NW",759,1.3175230566534915
"S48","SIGN",50,"LF","unr","clr","deg","WD",496,2.0161290322580645
"S48","DONE",52,"HF","unr","clr","deg","NW",497,2.0120724346076457
"S48","SILVER",53,"LF","rel","clr","clr","WD",764,1.3089005235602094
"S48","SOUR",54,"LF","unr","clr","clr","WD",526,1.9011406844106464
"S48","CANDY",59,"LF","unr","clr","clr","NW",539,1.8552875695732838
"S48","VEIN",61,"LF","unr","clr","deg","NW",570,1.7543859649122806
"S48","VISION",62,"HF","rel","clr","clr","WD",500,2.0
"S48","HUNGER",63,"LF","unr","clr","clr","WD",498,2.0080321285140563
"S48","MORNING",64,"HF","unr","deg","clr","WD",481,2.079002079002079
"S48","IDEA",66,"HF","rel","clr","clr","NW",1238,0.8077544426494345
"S48","SHORT",67,"HF","unr","deg","clr","WD",679,1.4727540500736378
"S48","GONE",70,"HF","rel","deg","deg","NW",514,1.9455252918287937
"S48","SOUND",72,"HF","rel","clr","deg","NW",488,2.0491803278688523
"S48","HEAD",73,"HF","rel","deg","clr","WD",1204,0.8305647840531561
"S48","JACKET",77,"LF","unr","clr","clr","NW",1202,0.831946755407654
"S48","HURT",78,"LF","rel","clr","clr","WD",490,2.0408163265306123
"S48","MATH",79,"LF","rel","deg","clr","WD",741,1.349527665317139
"S48","COAT",83,"LF","rel","clr","deg","NW",567,1.763668430335097
"S48","RIBS",85,"LF","unr","deg","deg","NW",602,1.6611295681063123
"S48","HIDE",86,"LF","rel","deg","deg","WD",778,1.2853470437017995
"S48","FINAL",87,"HF","unr","clr","deg","WD",512,1.953125
"S48","EAGLE",88,"LF","rel","clr","clr","WD",608,1.644736842105263
"S48","MONKEY",89,"LF","unr","clr","clr","WD",531,1.8832391713747645
"S48","GRASS",91,"HF","unr","clr","deg","NW",524,1.9083969465648856
"S48","HAND",94,"HF","rel","deg","clr","NW",693,1.443001443001443
"S48","WHITE",101,"HF","rel","clr","deg","NW",599,1.669449081803005
"S48","CIRCLE",102,"HF","rel","deg","clr","WD",551,1.8148820326678765
"S48","STICK",103,"LF","rel","clr","deg","WD",495,2.0202020202020203
"S48","LOUD",104,"LF","unr","clr","clr","WD",507,1.9723865877712032
"S48","PEOPLE",105,"HF","rel","clr","clr","WD",472,2.1186440677966103
"S48","BRAVE",107,"LF","unr","clr","clr","NW",974,1.0266940451745379
"S48","SECOND",108,"HF","unr","clr","clr","WD",649,1.5408320493066257
"S48","GUILT",110,"LF","unr","clr","clr","NW",623,1.6051364365971108
"S48","FIGHT",111,"HF","unr","clr","clr","WD",628,1.5923566878980893
"S48","UGLY",113,"LF","unr","deg","deg","NW",577,1.733102253032929
"S48","SCENT",114,"LF","rel","deg","deg","WD",606,1.6501650165016502
"S48","GARDEN",116,"HF","rel","clr","clr","NW",748,1.3368983957219251
"S48","WORD",119,"HF","rel","deg","clr","NW",613,1.6313213703099512
"S48","BALLOON",120,"LF","rel","deg","deg","WD",696,1.4367816091954022
"S48","BREAD",123,"LF","unr","deg","deg","NW",649,1.5408320493066257
"S48","EGGS",126,"LF","rel","clr","clr","NW",714,1.4005602240896358
"S48","RIGHT",129,"HF","rel","deg","deg","WD",562,1.7793594306049823
"S48","FIELD",131,"HF","unr","clr","clr","NW",452,2.2123893805309733
"S48","PICK",134,"HF","unr","clr","clr","NW",709,1.4104372355430184
"S48","SODA",137,"LF","unr","clr","clr","NW",531,1.8832391713747645
"S48","HELP",139,"HF","unr","deg","deg","NW",628,1.5923566878980893
"S48","MELT",140,"LF","rel","deg","deg","WD",586,1.7064846416382253
"S48","YEAR",142,"HF","unr","deg","deg","NW",639,1.5649452269170578
"S48","CITY",144,"HF","unr","clr","deg","NW",563,1.7761989342806395
"S48","BIRD",146,"LF","rel","clr","deg","NW",415,2.4096385542168677
"S48","PINT",147,"LF","rel","deg","clr","WD",649,1.5408320493066257
"S48","READ",150,"HF","unr","deg","clr","NW",647,1.545595054095827
"S48","LEAD",152,"HF","rel","deg","clr","NW",555,1.8018018018018018
"S48","PANTS",154,"LF","rel","clr","deg","NW",411,2.4330900243309004
"S48","FLOOR",155,"HF","unr","clr","clr","WD",406,2.4630541871921183
"S48","BEST",156,"HF","unr","clr","clr","WD",433,2.3094688221709005
"S48","GUILTY",158,"LF","unr","clr","deg","NW",565,1.7699115044247788
"S48","DOOR",159,"HF","rel","clr","clr","WD",655,1.5267175572519085
"S48","LIFE",160,"HF","rel","deg","clr","WD",618,1.6181229773462784
"S48","PRESENT",164,"HF","rel","deg","deg","NW",548,1.8248175182481752
"S48","WEIRD",165,"LF","unr","clr","deg","WD",1082,0.9242144177449169
"S48","KING",171,"LF","unr","deg","clr","NW",577,1.733102253032929
"S48","HOTEL",176,"HF","rel","clr","clr","NW",681,1.4684287812041117
"S48","HEART",177,"HF","unr","deg","clr","WD",520,1.9230769230769231
"S48","PARTY",178,"HF","rel","deg","deg","WD",441,2.2675736961451247
"S48","OVEN",179,"LF","rel","clr","deg","WD",362,2.7624309392265194
"S48","SWIM",180,"LF","rel","clr","clr","WD",362,2.7624309392265194
"S48","BANANA",184,"LF","rel","clr","deg","NW",590,1.694915254237288
"S48","BOARD",189,"HF","unr","deg","deg","WD",674,1.4836795252225519
"S48","DARK",190,"HF","unr","deg","deg","WD",723,1.3831258644536653
"S48","OPEN",194,"HF","unr","clr","clr","WD",439,2.277904328018223
"S48","PLANT",197,"HF","rel","clr","clr","NW",778,1.2853470437017995
"S48","MAKE",198,"HF","unr","deg","clr","WD",736,1.358695652173913
"S48","DEFEND",200,"LF","unr","deg","deg","NW",1009,0.9910802775024777
"S48","CHEAP",202,"LF","rel","clr","clr","NW",540,1.8518518518518519
"S48","GAMBLE",205,"HF","rel","deg","clr","NW",631,1.5847860538827259
"S48","TIGER",206,"LF","unr","deg","deg","WD",720,1.3888888888888888
"S48","GLUE",207,"LF","unr","clr","deg","WD",472,2.1186440677966103
"S48","LIQUID",208,"HF","unr","clr","clr","WD",449,2.2271714922048997
"S48","ENGINE",210,"HF","rel","deg","deg","NW",649,1.5408320493066257
"S48","PULL",212,"HF","rel","deg","clr","NW",440,2.272727272727273
"S48","OCEAN",213,"LF","unr","deg","deg","WD",599,1.669449081803005
"S48","BACK",217,"HF","rel","deg","deg","NW",510,1.9607843137254901
"S48","FORGIVE",218,"LF","unr","clr","deg","WD",429,2.331002331002331
"S48","TEAR",221,"LF","unr","clr","deg","NW",595,1.680672268907563
